time	I(L1)
Step Information: Lin=10n  (Run: 1/7)
5.042377372930341e-006	-5.923448e-003
5.050976194239409e-006	-8.251402e-003
5.054767670821559e-006	-9.228461e-003
5.059565104066130e-006	-1.037877e-002
5.061312767277253e-006	-1.063193e-002
5.063714857053439e-006	-1.038035e-002
5.065794520342673e-006	-9.151595e-003
5.068004444702369e-006	-6.191859e-003
5.070410839892097e-006	-7.227826e-004
5.072902859667356e-006	7.943170e-003
5.076709834574246e-006	2.810991e-002
5.084323784388026e-006	9.254619e-002
5.099551684015590e-006	2.916462e-001
5.117379316461616e-006	6.233349e-001
5.135156732103989e-006	1.056312e+000
5.159498956922753e-006	1.756184e+000
5.189041914871790e-006	2.661419e+000
5.216934093380401e-006	3.494060e+000
5.242412354365809e-006	4.178211e+000
5.266739203337740e-006	4.737214e+000
5.285178640660600e-006	5.091729e+000
5.300363522072096e-006	5.333681e+000
5.315721531195567e-006	5.535853e+000
5.332451134004960e-006	5.713572e+000
5.352322016677209e-006	5.877551e+000
5.372349683817622e-006	6.004652e+000
5.382647329187295e-006	6.055273e+000
5.392317327910151e-006	6.093060e+000
5.404030613532593e-006	6.130999e+000
5.416966086665034e-006	6.165535e+000
5.432149681135599e-006	6.199124e+000
5.448254600961500e-006	6.229982e+000
5.471305016737712e-006	6.272200e+000
5.496729202427588e-006	6.322960e+000
5.522696479749014e-006	6.383384e+000
5.539578964942907e-006	6.428891e+000
5.549019988740761e-006	6.457235e+000
5.555953555934285e-006	6.479465e+000
5.562065324672490e-006	6.499926e+000
5.568320289638609e-006	6.521638e+000
5.575559066657902e-006	6.547598e+000
5.582397548053498e-006	6.572879e+000
5.589606604739138e-006	6.600275e+000
5.596572639531419e-006	6.627385e+000
5.603790854866823e-006	6.656058e+000
5.610907502556758e-006	6.684814e+000
5.618263576109351e-006	6.714950e+000
5.625635325939908e-006	6.745468e+000
5.633305050976348e-006	6.777449e+000
5.641144288248288e-006	6.810260e+000
5.649461666559644e-006	6.845075e+000
5.658287084466070e-006	6.881869e+000
5.668119899791954e-006	6.922514e+000
5.679605173425819e-006	6.969323e+000
5.694650929495921e-006	7.029234e+000
5.721207214797092e-006	7.131529e+000
5.749878297036927e-006	7.237174e+000
5.775861071728161e-006	7.326780e+000
5.811664148992615e-006	7.438171e+000
5.870538285444946e-006	7.598169e+000
5.929171014835250e-006	7.735067e+000
5.987695014995084e-006	7.853924e+000
6.057016514967929e-006	7.982053e+000
6.124286224943679e-006	8.097744e+000
6.200487427983992e-006	8.217370e+000
6.291656883480545e-006	8.342458e+000
6.393541877776746e-006	8.459080e+000
6.510774304613176e-006	8.568869e+000
6.643437574849919e-006	8.672116e+000
6.777404514517336e-006	8.759624e+000
6.933003989471474e-006	8.842995e+000
7.161202935980188e-006	8.941052e+000
7.447884841944161e-006	9.040472e+000
7.717515744545506e-006	9.117016e+000
