time	I(L1)
Step Information: Lin=10n  (Run: 1/7)
5.002128340633242e-006	-1.055448e-004
5.002641851241304e-006	-1.046889e-004
5.003033642118426e-006	-1.040406e-004
5.003382870044179e-006	-1.034658e-004
5.003759696053455e-006	-1.028473e-004
5.004187251841152e-006	-1.021469e-004
5.004576268143027e-006	-1.015107e-004
5.004930097355206e-006	-1.009330e-004
5.005312469500610e-006	-1.003104e-004
5.005943582142212e-006	-9.928752e-005
5.006885058641936e-006	-9.777777e-005
5.008552088238412e-006	-9.518574e-005
5.011886147431365e-006	-9.035248e-005
5.015879115630329e-006	-8.541361e-005
5.021141991393073e-006	-8.102812e-005
5.028616290589432e-006	-7.941772e-005
5.036345171128397e-006	-8.434609e-005
5.044482100955429e-006	-9.846198e-005
5.053826039683289e-006	-1.279896e-004
5.067510362762708e-006	-1.889929e-004
5.071709106472283e-006	-2.094677e-004
5.075643483961746e-006	-2.226691e-004
5.078778806796169e-006	-2.180527e-004
5.082969130354531e-006	-1.805536e-004
5.087415712785663e-006	-9.619047e-005
5.093146050167103e-006	8.503487e-005
5.099342218494331e-006	3.984352e-004
5.111734555148787e-006	1.378852e-003
5.128749020621908e-006	3.420307e-003
5.150963243541711e-006	7.337798e-003
5.180940190589400e-006	1.459487e-002
5.215115670990518e-006	2.481142e-002
5.227635183165015e-006	2.908786e-002
5.235676590865302e-006	3.204729e-002
5.240287301403231e-006	3.379253e-002
5.242433881379684e-006	3.461760e-002
5.243743719325649e-006	3.512530e-002
5.246289630653359e-006	3.611972e-002
5.248907264621604e-006	3.715117e-002
5.251586249446218e-006	3.821608e-002
5.255756829946303e-006	3.989204e-002
5.260401677617514e-006	4.178312e-002
5.264346112378677e-006	4.340735e-002
5.267097294437759e-006	4.454952e-002
5.271151104617306e-006	4.624687e-002
5.277456605721571e-006	4.892078e-002
5.285456525748038e-006	5.237462e-002
5.294512623035785e-006	5.636989e-002
5.302894190556821e-006	6.016952e-002
5.317585279972499e-006	6.709757e-002
5.346967458803852e-006	8.171725e-002
5.385442016154369e-006	1.021803e-001
5.427518302960405e-006	1.263078e-001
5.472919790952610e-006	1.544096e-001
5.518655555947443e-006	1.850256e-001
5.572760167413258e-006	2.244508e-001
5.641281325219072e-006	2.794581e-001
5.733124189348678e-006	3.614107e-001
5.829869584469136e-006	4.575781e-001
5.927947032921275e-006	5.668725e-001
6.068241779916934e-006	7.389671e-001
6.137082271397750e-006	8.299223e-001
6.174805209330538e-006	8.824352e-001
6.193334461356930e-006	9.088318e-001
6.214763907900356e-006	9.396344e-001
6.228181002250396e-006	9.589795e-001
6.246575271471419e-006	9.855500e-001
6.264920047130531e-006	1.012076e+000
6.287037771456811e-006	1.044079e+000
6.312793493442338e-006	1.081357e+000
6.342414573027850e-006	1.124228e+000
6.378671737789010e-006	1.176683e+000
6.419986611021578e-006	1.236407e+000
6.477729085753756e-006	1.319776e+000
6.534832869492846e-006	1.402054e+000
6.649040436971021e-006	1.566148e+000
6.755446226451850e-006	1.718348e+000
6.968257805413512e-006	2.020733e+000
7.225956236930765e-006	2.383719e+000
7.518924986930766e-006	2.791919e+000
7.811893736930768e-006	3.195272e+000
8.101423129220861e-006	3.588922e+000
8.394391879220863e-006	3.982212e+000
8.687360629220864e-006	4.370468e+000
8.980329379220866e-006	4.753686e+000
9.273298129220867e-006	5.131883e+000
9.566266879220869e-006	5.505081e+000
9.859235629220871e-006	5.873302e+000
1.015220437922087e-005	6.236576e+000
1.044517312922087e-005	6.594929e+000
1.073814187922088e-005	6.948396e+000
1.103111062922088e-005	7.297007e+000
1.132407937922088e-005	7.640797e+000
1.161704812922088e-005	7.979803e+000
1.191001687922088e-005	8.314059e+000
1.220298562922088e-005	8.643602e+000
1.249595437922089e-005	8.968471e+000
1.278892312922089e-005	9.288701e+000
1.308189187922089e-005	9.604329e+000
1.337486062922089e-005	9.915392e+000
1.366782937922089e-005	1.022193e+001
1.396079812922089e-005	1.052396e+001
1.425376687922090e-005	1.082154e+001
1.454673562922090e-005	1.111467e+001
1.483970437922090e-005	1.140340e+001
1.513267312922090e-005	1.168775e+001
1.542564187922090e-005	1.196772e+001
1.571861062922090e-005	1.224333e+001
1.601157937922090e-005	1.251458e+001
1.630454812922090e-005	1.278144e+001
1.659751687922091e-005	1.304387e+001
1.718345437922091e-005	1.355513e+001
1.747642312922091e-005	1.380363e+001
1.776939187922091e-005	1.404695e+001
1.806236062922091e-005	1.428443e+001
1.835532937922092e-005	1.451466e+001
1.864829812922092e-005	1.473556e+001
1.885496341940523e-005	1.488158e+001
1.907004929814074e-005	1.501939e+001
1.929729665762320e-005	1.514659e+001
1.954318292124000e-005	1.525922e+001
1.983615167124000e-005	1.535789e+001
2.012912042124000e-005	1.541564e+001
2.042208917124000e-005	1.542804e+001
2.071505792124000e-005	1.539304e+001
2.100802667124000e-005	1.531896e+001
2.107505712670575e-005	1.529568e+001
2.108689588175898e-005	1.529094e+001
2.108835859609761e-005	1.529034e+001
2.108873503222484e-005	1.529018e+001
2.108948790447932e-005	1.528987e+001
2.109034236502114e-005	1.528952e+001
2.109130611322440e-005	1.528912e+001
2.109232056670036e-005	1.528870e+001
2.109321865653851e-005	1.528833e+001
2.109419882050707e-005	1.528792e+001
2.109529092908942e-005	1.528747e+001
2.109685274767785e-005	1.528682e+001
2.109838635859649e-005	1.528617e+001
2.110013834891240e-005	1.528544e+001
2.110207149128954e-005	1.528463e+001
2.110440986681387e-005	1.528365e+001
2.110691103869597e-005	1.528259e+001
2.111010044769499e-005	1.528124e+001
2.111410922829006e-005	1.527954e+001
2.111804213479191e-005	1.527786e+001
2.112240615770871e-005	1.527599e+001
2.112753799650554e-005	1.527377e+001
2.113298418949179e-005	1.527140e+001
2.113972579958812e-005	1.526845e+001
2.114791668918125e-005	1.526482e+001
2.115943285798999e-005	1.525966e+001
2.117582851756340e-005	1.525215e+001
2.120475336369570e-005	1.523839e+001
2.126260305596028e-005	1.520929e+001
2.132460389843890e-005	1.517561e+001
2.139773018792947e-005	1.513136e+001
2.151015038746387e-005	1.505177e+001
2.169970095236952e-005	1.488818e+001
2.190429394375881e-005	1.466759e+001
2.212612495732422e-005	1.437049e+001
2.235538925097455e-005	1.400289e+001
2.258143617229275e-005	1.358643e+001
2.282555590787948e-005	1.309168e+001
2.306766265527580e-005	1.257379e+001
2.336063140527580e-005	1.193772e+001
2.365360015527580e-005	1.131701e+001
2.394656890527581e-005	1.073261e+001
2.423953765527581e-005	1.019954e+001
2.453250640527581e-005	9.726448e+000
2.482547515527581e-005	9.316901e+000
2.511844390527581e-005	8.970728e+000
2.541141265527581e-005	8.685160e+000
2.570438140527581e-005	8.455736e+000
2.599735015527582e-005	8.276985e+000
2.629031890527582e-005	8.142899e+000
2.658328765527582e-005	8.047264e+000
2.687625640527582e-005	7.980000e+000
2.698745791502880e-005	7.961745e+000
2.705828724265696e-005	7.952912e+000
2.709891884807681e-005	7.948513e+000
2.711710707929805e-005	7.946709e+000
2.712633909747585e-005	7.945837e+000
2.717296930116427e-005	7.941791e+000
2.720481405238479e-005	7.939332e+000
2.721322404519783e-005	7.938723e+000
2.723155522858289e-005	7.937454e+000
2.724221932669618e-005	7.936753e+000
2.725528648831264e-005	7.935933e+000
2.727357078249599e-005	7.934864e+000
2.730221128661019e-005	7.933354e+000
2.733280622935055e-005	7.931965e+000
2.736786366263261e-005	7.930717e+000
2.741955570883638e-005	7.929580e+000
2.750086152500426e-005	7.929451e+000
2.762866334339000e-005	7.933447e+000
2.784248038161927e-005	7.950669e+000
2.813544913161927e-005	7.992705e+000
2.842841788161928e-005	8.055897e+000
2.872138663161928e-005	8.140844e+000
2.901435538161928e-005	8.246252e+000
2.930732413161928e-005	8.370543e+000
2.960029288161928e-005	8.511897e+000
2.989326163161928e-005	8.668271e+000
3.018623038161928e-005	8.837437e+000
3.047919913161929e-005	9.017012e+000
3.077216788161929e-005	9.204491e+000
3.106513663161929e-005	9.397287e+000
3.135810538161929e-005	9.592766e+000
3.165107413161929e-005	9.788280e+000
3.194404288161929e-005	9.981209e+000
3.223701163161930e-005	1.016899e+001
3.252998038161930e-005	1.034917e+001
3.282294913161930e-005	1.051940e+001
3.311591788161930e-005	1.067752e+001
3.340888663161930e-005	1.082153e+001
3.370185538161930e-005	1.094966e+001
3.399482413161931e-005	1.106037e+001
3.428779288161931e-005	1.115239e+001
3.458076163161931e-005	1.122469e+001
3.487373038161931e-005	1.127656e+001
3.516669913161931e-005	1.130755e+001
3.545966788161931e-005	1.131752e+001
3.575263663161932e-005	1.130664e+001
3.604560538161932e-005	1.127758e+001
3.620587046786298e-005	1.125399e+001
3.628399115821343e-005	1.123999e+001
3.631649769997646e-005	1.123366e+001
3.633594549714929e-005	1.122973e+001
3.634339598519595e-005	1.122820e+001
3.635254996175012e-005	1.122629e+001
3.636583437703647e-005	1.122351e+001
3.638079408114139e-005	1.122033e+001
3.639464646721104e-005	1.121735e+001
3.641500056990462e-005	1.121290e+001
3.643495681322472e-005	1.120847e+001
3.645470021878867e-005	1.120401e+001
3.646121721946153e-005	1.120252e+001
3.646808731519507e-005	1.120094e+001
3.647618887117178e-005	1.119906e+001
3.648535464864894e-005	1.119692e+001
3.649622041119894e-005	1.119437e+001
3.650890240002551e-005	1.119135e+001
3.652480123296845e-005	1.118753e+001
3.654485891533483e-005	1.118262e+001
3.657250812933480e-005	1.117572e+001
3.661261216152160e-005	1.116537e+001
3.668129489864599e-005	1.114663e+001
3.681866037289475e-005	1.110504e+001
3.709339132139227e-005	1.100920e+001
3.738636007139228e-005	1.088921e+001
3.767932882139228e-005	1.074919e+001
3.797229757139228e-005	1.059083e+001
3.826526632139228e-005	1.041770e+001
3.855823507139228e-005	1.023451e+001
3.885120382139228e-005	1.004663e+001
3.914417257139229e-005	9.859527e+000
3.943714132139229e-005	9.678248e+000
3.973011007139229e-005	9.507146e+000
4.002307882139229e-005	9.349650e+000
4.031604757139229e-005	9.208218e+000
4.060901632139229e-005	9.084352e+000
4.090198507139230e-005	8.978687e+000
4.119495382139230e-005	8.891109e+000
4.148792257139230e-005	8.820910e+000
4.178089132139230e-005	8.764675e+000
4.189217141208243e-005	8.747189e+000
4.196304959106412e-005	8.737625e+000
4.200379182725285e-005	8.732528e+000
4.202207426362995e-005	8.730345e+000
4.203422593212244e-005	8.728933e+000
4.217212346373011e-005	8.714549e+000
4.220090629402449e-005	8.711911e+000
4.221754606578138e-005	8.710443e+000
4.223767284942479e-005	8.708731e+000
4.226594978469623e-005	8.706444e+000
4.231038284013337e-005	8.703104e+000
4.235768080297013e-005	8.699894e+000
4.241266695386106e-005	8.696699e+000
4.249337703522242e-005	8.693096e+000
4.261872775888023e-005	8.690046e+000
4.281719571194381e-005	8.691355e+000
4.311016446194381e-005	8.705042e+000
4.340313321194381e-005	8.732431e+000
4.369610196194382e-005	8.774296e+000
4.398907071194382e-005	8.829968e+000
4.428203946194382e-005	8.898587e+000
4.457500821194382e-005	8.979113e+000
4.486797696194382e-005	9.070351e+000
4.516094571194382e-005	9.170965e+000
4.545391446194382e-005	9.279503e+000
4.574688321194383e-005	9.394418e+000
4.603985196194382e-005	9.514087e+000
4.633282071194382e-005	9.636837e+000
4.662578946194381e-005	9.760970e+000
4.691875821194381e-005	9.884786e+000
4.721172696194380e-005	1.000660e+001
4.750469571194380e-005	1.012479e+001
4.779766446194379e-005	1.023777e+001
4.809063321194379e-005	1.034407e+001
4.838360196194378e-005	1.044232e+001
4.867657071194377e-005	1.053126e+001
4.896953946194377e-005	1.060978e+001
4.926250821194376e-005	1.067694e+001
4.955547696194376e-005	1.073194e+001
4.984844571194375e-005	1.077418e+001
5.014141446194375e-005	1.080323e+001
5.043438321194374e-005	1.081885e+001
5.072735196194374e-005	1.082100e+001
5.102032071194373e-005	1.080981e+001
5.131328946194373e-005	1.078564e+001
5.160625821194372e-005	1.075062e+001
5.173782142786187e-005	1.073125e+001
5.180624910302532e-005	1.071996e+001
5.184350448366305e-005	1.071348e+001
5.188230483634402e-005	1.070655e+001
5.189316080886538e-005	1.070458e+001
5.190388024256774e-005	1.070262e+001
5.191769997006459e-005	1.070006e+001
5.192846937925208e-005	1.069806e+001
5.193937069664925e-005	1.069602e+001
5.195121902074558e-005	1.069378e+001
5.196322030647616e-005	1.069150e+001
5.197448518831040e-005	1.068935e+001
5.199687246546304e-005	1.068503e+001
5.201918149030300e-005	1.068067e+001
5.205233352522431e-005	1.067408e+001
5.208515531722348e-005	1.066744e+001
5.209715933682540e-005	1.066498e+001
5.211098586948901e-005	1.066213e+001
5.212700812241620e-005	1.065879e+001
5.214563048286052e-005	1.065488e+001
5.216804871710589e-005	1.065012e+001
5.219580639093028e-005	1.064413e+001
5.223183884717878e-005	1.063623e+001
5.228115487139328e-005	1.062514e+001
5.235548306178037e-005	1.060782e+001
5.248331549720371e-005	1.057615e+001
5.273898036805042e-005	1.050730e+001
5.303194911805042e-005	1.042057e+001
5.332491786805041e-005	1.032540e+001
5.361788661805041e-005	1.022285e+001
5.391085536805040e-005	1.011473e+001
5.420382411805040e-005	1.000323e+001
5.449679286805039e-005	9.890681e+000
5.478976161805039e-005	9.779465e+000
5.508273036805038e-005	9.671817e+000
5.537569911805038e-005	9.569726e+000
5.566866786805037e-005	9.474853e+000
5.596163661805037e-005	9.388480e+000
5.625460536805036e-005	9.311492e+000
5.654757411805035e-005	9.244381e+000
5.684054286805035e-005	9.187294e+000
5.713351161805034e-005	9.138382e+000
5.721632591313843e-005	9.126224e+000
5.725345920899810e-005	9.121223e+000
5.727323730099406e-005	9.118647e+000
5.739906950716491e-005	9.103313e+000
5.745561270687920e-005	9.096983e+000
5.747609029203477e-005	9.094776e+000
5.749859044030336e-005	9.092404e+000
5.752492262846725e-005	9.089704e+000
5.755962092806619e-005	9.086290e+000
5.762418049273087e-005	9.080310e+000
5.769564165447574e-005	9.074214e+000
5.776810948205566e-005	9.068745e+000
5.787607621576314e-005	9.062026e+000
5.804209957184710e-005	9.054946e+000
5.830332818504687e-005	9.050817e+000
5.859629693504687e-005	9.055784e+000
5.888926568504686e-005	9.071404e+000
5.918223443504686e-005	9.097672e+000
5.947520318504685e-005	9.134124e+000
5.976817193504685e-005	9.180159e+000
6.006114068504684e-005	9.235045e+000
6.035410943504684e-005	9.297936e+000
6.064707818504683e-005	9.367883e+000
6.094004693504683e-005	9.443845e+000
6.123301568504682e-005	9.524714e+000
6.152598443504682e-005	9.609323e+000
6.181895318504681e-005	9.696465e+000
6.211192193504681e-005	9.784917e+000
6.240489068504680e-005	9.873443e+000
6.269785943504680e-005	9.960823e+000
6.299082818504679e-005	1.004587e+001
6.328379693504679e-005	1.012743e+001
6.357676568504678e-005	1.020442e+001
6.386973443504678e-005	1.027584e+001
6.416270318504677e-005	1.034076e+001
